Event	ID	Name			Wwise Object Path	Notes
	509453139	Door_House_Outside_Open			\Default Work Unit\Props\Door_House_Outside_Open	
	597432099	Dough_React_Grow_Stop			\Default Work Unit\Props\Dough\Dough_React_Grow_Stop	
	797527444	MUS_Dialog_Start			\Default Work Unit\MX\MUS_Dialog_Start	
	843151098	MUS_StartScreen_Start			\Default Work Unit\MX\MUS_StartScreen_Start	
	951148415	MUS_Schlager_Start			\Default Work Unit\MX\MUS_Schlager_Start	
	1205543049	Dough_React_Grow_Start			\Default Work Unit\Props\Dough\Dough_React_Grow_Start	
	1233864094	Dough_React_Steady_Start			\Default Work Unit\Props\Dough\Dough_React_Steady_Start	
	1360862177	Smartphone_Click			\Default Work Unit\Props\Smartphone_Click	
	1555599282	MUS_DorffestJingle_Start			\Default Work Unit\MX\MUS_DorffestJingle_Start	
	1822647189	Dough_React_Shrink_Stop			\Default Work Unit\Props\Dough\Dough_React_Shrink_Stop	
	1886026323	MUS_SWITCH_SUBMENU			\Default Work Unit\MX\MUS_SWITCH_SUBMENU	
	2007948846	MUS_Scene2_Start			\Default Work Unit\MX\MUS_Scene2_Start	
	2061060223	MUS_Sauerteig_Start_2C			\Default Work Unit\MX\MUS_Sauerteig_Start_2C	
	2371375953	Door_House_Outside_Close			\Default Work Unit\Props\Door_House_Outside_Close	
	2558363198	Dough_React_Steady_Stop			\Default Work Unit\Props\Dough\Dough_React_Steady_Stop	
	2690086085	MUS_Schlager_Stop			\Default Work Unit\MX\MUS_Schlager_Stop	
	2755388175	Dough_React_Shrink_Start			\Default Work Unit\Props\Dough\Dough_React_Shrink_Start	
	2909751214	Door_House_Inside_Open			\Default Work Unit\Props\Door_House_Inside_Open	
	2930347891	Bike_Click			\Default Work Unit\Props\Bike_Click	
	3073992842	Door_House_Inside_Close			\Default Work Unit\Props\Door_House_Inside_Close	
	3298014119	MUS_Dialog_End			\Default Work Unit\MX\MUS_Dialog_End	
	3678466239	Door_Slam			\Default Work Unit\Props\Door_Slam	
	3713231792	MUS_SWITCH_GAMEPLAY			\Default Work Unit\MX\MUS_SWITCH_GAMEPLAY	
	3723145900	MUS_SWITCH_HANDY			\Default Work Unit\MX\MUS_SWITCH_HANDY	
	3881560519	Smarthphone_GetOut			\Default Work Unit\Props\Smarthphone_GetOut	
	4204145805	MUS_Scene1_Start			\Default Work Unit\MX\MUS_Scene1_Start	
	4211178899	Smartphone_PutBack			\Default Work Unit\Props\Smartphone_PutBack	
	4294454276	MUS_DialogTraurig_Start			\Default Work Unit\MX\MUS_DialogTraurig_Start	

State Group	ID	Name			Wwise Object Path	Notes
	1071146488	ST_MX_DX_LEVEL			\ST_MX\ST_MX_DX_LEVEL	

State	ID	Name	State Group			Notes
	748895195	None	ST_MX_DX_LEVEL			
	844249216	DX_SAD	ST_MX_DX_LEVEL			
	900128073	DX_Neutral	ST_MX_DX_LEVEL			

Game Parameter	ID	Name			Wwise Object Path	Notes
	592785239	SC_Sauerteig			\Default Work Unit\SC_Sauerteig	
	928078696	SC_Scene02			\Default Work Unit\SC_Scene02	
	1166628669	Dough_Rise_n_Sink			\Default Work Unit\PROPS\Dough_Rise_n_Sink	

Effect plug-ins	ID	Name	Type				Notes
	592785239	SC_Sauerteig	Wwise Meter			
	1259256166	New_RoomVerb	Wwise RoomVerb			
	1763592331	New_Meter	Wwise Meter			
	3435419520	New_Guitar_Distortion	Wwise Guitar Distortion			
	3657550167	New_Parametric_EQ	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	15548303	TRK_MX_MENU_Loop	.cache\14\{14B95E93-278E-D718-B567-98FB189D7101}.wem		\Containers\MX\MX_Scene 00_STARTSCREEN\MX_Scene_00_Menu_Loop\TRK_MX_MENU_Loop		1093398
	17809938	PROP_Smartphone_Putback-03_TS	.cache\2C\{2C23BE9C-9E9A-865D-2F53-D3D184120396}.wem		\Containers\Tristan\Props\PROP_Smartphone_Putback\PROP_Smartphone_Putback-03_TS		4474
	36562100	PROP_Smartphone_GetOut-02_TS	.cache\C1\{C1BCEE72-F015-A4C1-020D-5EBACF84C047}.wem		\Containers\Tristan\Props\PROP_Smartphone_GetOut\PROP_Smartphone_GetOut-02_TS		5847
	47533369	LAY 01	.cache\A3\{A3E3E30A-F61B-9FA4-4F46-998924C61DB0}.wem		\Containers\MX\MX_DIALOG\MX_Dialog_Neutral_PL\MX_DIALOG_Neutral_LOOP\LAY 01		2246996
	48143552	TRK_Scene 01_LAY 02	.cache\B8\{B8193E30-7D89-C48A-365F-380CD20A5FF3}.wem		\Containers\MX\MX_DIALOG\MX_Dialog_traurig\MX_Dialog_traurig_LOOP\TRK_Scene 01_LAY 02		401388
	51939227	LAY 02	.cache\09\{0998DB3F-3DE2-CD17-B5AD-EAFC39CAF79C}.wem		\Containers\MX\MX_DIALOG\MX_Dialog_Neutral_PL\MX_DIALOG_Neutral_Intro\LAY 02		42196
	61310738	PROP_Door_House_Outside_Open-03_TS	.cache\C5\{C560C8F7-02FC-51E7-3782-59393F338BD2}.wem		\Containers\Tristan\Props\PROP_Door_House_Outside_Open\PROP_Door_House_Outside_Open-03_TS		11319
	65537474	LAY 02	.cache\91\{91FADE62-F70C-CF69-461E-93851DFA2DB9}.wem		\Containers\MX\MX_Dorffest\MX_Dorffest_Seg\LAY 02		118413
	68453810	LAY 01	.cache\A1\{A1EB104C-B441-8012-955C-24870122F45D}.wem		\Containers\MX\MX_Schlager\MX_Schlager_Seg\LAY 01		1309613
	72473378	PROP_Door_Slam-01_TS	.cache\0C\{0C74032F-AD0B-BE94-7321-073BD8C9E419}.wem		\Containers\Tristan\Props\PROP_Door_Slam-01_TS		9367
	73445871	LAY 01	.cache\37\{37FA1E86-2C4D-3EA5-32A4-C0A4EE39EE3E}.wem		\Containers\MX\MX_Scene02\MX_Scene 02_B_LOOP 01\LAY 01		3407387
	102658884	PROP_Smartphone_Click-02_TS	.cache\39\{39386B50-5D11-7943-32BB-3D7E42A19D9D}.wem		\Containers\Tristan\Props\PROP_Smartphone_Click\PROP_Smartphone_Click-02_TS		2850
	150833971	TRK_MX_Scene 00_Menu_Intro	.cache\FC\{FC57F4D2-3870-33EF-216A-A3B22BFF8FEA}.wem		\Containers\MX\MX_Scene 00_STARTSCREEN\MX_Scene_00_Menu_Intro\TRK_MX_Scene 00_Menu_Intro		216435
